id	group	start time	end time	duration	pressed back	attention check	age	gender	movie enthusiast	treatment	movie order	movie familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	Sum (div+var+sim)	inversed similarity	ILS
56172	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 14:46:43.751234	2022-03-31 14:53:28.368015	404,616781	False	2	36-45	male	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	5	5	5	1	4	5	more	0,0,0,0,0,0,0	48,534418	1,686049826	15	5	0.12
87422	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 14:56:17.655040	2022-03-31 15:03:13.487124	415,832084	False	2	26-35	female	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'heard', 'heard', 'heard', 'heard', 'seen']	3	4	4	1	4	5	more	0,0,0,0,0,0,0	79,955494	1,902848311	13	5	0.12
26759	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 14:11:18.318702	2022-03-31 14:18:15.883217	417,564515	False	2	>65	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'seen', 'heard']	4	4	4	3	2	5	more	0,0,0,0,0,0,0	84,293867	1,925795978	11	3	0.12
71439	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 13:43:54.156085	2022-03-31 13:51:00.017655	425,86157	False	2	46-55	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	2	4	4	2	5	5	more	0,0,0,0,0,0,0	75,965749	1,880617824	12	4	0.12
49090	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 14:50:10.426852	2022-03-31 14:57:17.681781	427,254929	False	2	>65	female	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'never', 'seen', 'seen', 'seen', 'heard']	4	4	4	2	4	4	more	0,0,0,0,0,0,0	106,461636	2,027193136	12	4	0.12
16600	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:58:43.295026	2022-03-31 14:05:52.071109	428,776083	False	2	56-65	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	1	4	4	2	5	5	more	0,0,0,0,0,0,0	48,327638	1,68419557	12	4	0.12
27619	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:53:40.410447	2022-03-31 14:01:31.502938	471,092491	False	2	36-45	male	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'never', 'heard', 'seen', 'never', 'heard', 'never']	4	4	3	4	3	3	exactly	0,0,0,0,0,0,0	64,069974	1,806654548	9	2	0.12
62858	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-31 13:39:22.836615	2022-03-31 13:47:25.819842	482,983227	False	2	26-35	male	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	4	4	5	4	5	4	more	0,0,0,0,0,0,0	28,729589	1,458329413	11	2	0.12
12978	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-31 15:01:23.980078	2022-03-31 15:09:38.354217	494,374139	False	2	56-65	female	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'seen', 'never', 'seen', 'seen']	3	4	4	2	5	4	more	0,0,0,0,0,0,0	47,285712	1,674729933	12	4	0.12
31963	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-31 13:39:45.570964	2022-03-31 13:48:08.283459	502,712495	False	2	36-45	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'never', 'heard', 'never', 'never', 'heard']	2	4	3	4	4	5	more	0,0,0,0,0,0,0	190,463111	2,279810874	9	2	0.12
68150	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:40:28.262937	2022-03-31 13:48:57.957846	509,694909	False	2	26-35	non-binary	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'never', 'seen']	4	5	4	1	5	5	more	0,0,0,0,0,0,0	30,549232	1,485000297	14	5	0.12
39218	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 15:55:00.812722	2022-03-31 16:04:02.328173	541,515451	False	2	26-35	female	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'never', 'seen', 'heard', 'heard', 'never', 'seen']	3	4	5	4	3	5	exactly	0,0,0,0,0,0,0	46,970581	1,671825932	11	2	0.12
65201	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:41:56.818918	2022-03-31 13:52:17.879784	621,060866	False	2	19-25	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'heard', 'seen']	4	4	5	4	4	5	more	0,0,0,0,0,0,0	25,997428	1,414930384	11	2	0.12
8409	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 15:43:49.891043	2022-03-31 15:54:16.631976	626,740933	False	2	56-65	male	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	7	4	4	2	4	2	more	0,0,0,0,0,0,0	75,342865	1,877042131	12	4	0.12
90025	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-31 15:16:43.091548	2022-03-31 15:27:23.979903	640,888355	False	2	46-55	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	7	4	4	2	4	4	more	0,0,0,0,0,0,2	136,887544	2,136363932	12	4	0.12
89369	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-31 13:42:26.103658	2022-03-31 13:53:28.312168	662,20851	False	2	46-55	male	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	1	2	2	4	2	3	more	0,0,0,0,0,0,0	154,268344	2,188276818	6	2	0.12
38393	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 13:52:08.382192	2022-03-31 14:04:37.326330	748,944138	False	2	26-35	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'heard', 'heard', 'seen', 'seen']	2	4	4	2	4	4	more	0,0,0,0,0,0,0	49,707982	1,696426132	12	4	0.12
29088	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-31 13:39:18.127155	2022-03-31 13:52:27.611143	789,483988	False	2	26-35	female	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	105,334479	2,022570552	12	4	0.12
30240	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 14:39:55.914837	2022-03-31 14:53:28.513448	812,598611	False	2	26-35	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'never', 'heard', 'heard', 'seen']	6	4	5	4	5	4	exactly	0,0,0,0,0,0,0	226,300275	2,354685082	11	2	0.12
97887	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 14:48:56.074925	2022-03-31 15:02:33.195774	817,120849	False	2	46-55	male	2	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'heard', 'never', 'never', 'seen', 'never', 'never']	4	4	5	3	4	5	more	0,0,0,0,0,0,0	30,389406	1,482722211	12	3	0.12
90947	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 13:45:52.435011	2022-03-31 13:59:31.306363	818,871352	False	2	56-65	male	2	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'heard', 'seen', 'seen', 'heard', 'heard']	7	4	4	2	4	4	more	0,0,0,0,0,0,0	462,659716	2,665261687	12	4	0.12
83267	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-31 13:40:51.601867	2022-03-31 13:56:35.777708	944,175841	False	2	36-45	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'never', 'heard', 'heard', 'never', 'never', 'heard']	5	4	4	2	3	4	more	1,0,1,1,0,0,2	304,266594	2,483254273	12	4	0.12
53298	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:49:13.442612	2022-03-31 14:05:03.440293	949,997681	False	2	36-45	male	2	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'seen', 'seen', 'seen', 'heard', 'seen']	3	5	5	2	2	3	more	0,0,0,0,0,0,0	207,291319	2,316581115	14	4	0.12
7904	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 14:54:21.529409	2022-03-31 15:11:12.882148	1011,352739	False	2	26-35	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'heard', 'seen', 'seen', 'never', 'seen', 'seen']	6	3	5	4	4	3	exactly	0,0,0,0,0,0,0	375,086297	2,574131198	10	2	0.12
3697	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 13:45:55.782557	2022-03-31 14:03:32.511341	1056,728784	False	2	26-35	female	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'heard', 'never', 'heard', 'seen']	6	4	4	3	5	5	more	0,0,0,0,0,0,0	42,689308	1,630319115	11	3	0.12
56064	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 15:03:01.443065	2022-03-31 15:23:22.459718	1221,016653	False	2	56-65	male	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'heard', 'seen', 'heard', 'seen', 'heard', 'heard']	3	5	5	4	5	3	exactly	0,0,0,0,0,0,0	897,027984	2,952805992	12	2	0.12
81155	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 15:51:28.480064	2022-03-31 16:17:41.115385	1572,635321	False	2	46-55	male	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'heard', 'heard', 'heard', 'seen', 'never', 'heard']	4	3	4	2	5	5	exactly	0,0,0,0,0,0,0	93,144567	1,969157528	11	4	0.12
83021	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-31 14:58:57.144365	2022-03-31 15:02:10.624430	193,480065	False	2	26-35	female	2	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'heard', 'heard', 'seen', 'seen']	6	4	4	2	2	5	more	0,0,0,0,0,0,0	42,122111	1,624510128	12	4	0.27
90141	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-31 15:41:35.825136	2022-03-31 15:44:51.663552	195,838416	False	2	26-35	female	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'heard']	3	4	5	4	4	5	more	0,0,0,0,0,0,0	29,758783	1,473615167	11	2	0.27
61690	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-31 15:22:15.704537	2022-03-31 15:25:35.230543	199,526006	False	2	56-65	male	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'seen', 'heard', 'heard', 'seen', 'seen', 'heard']	5	5	5	4	4	4	more	1,0,0,0,0,0,0	35,065615	1,54488146	12	2	0.27
27361	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 15:41:53.934657	2022-03-31 15:45:17.794002	203,859345	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'heard', 'heard', 'heard', 'heard']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	51,650177	1,713071814	10	2	0.27
79277	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 13:46:25.083334	2022-03-31 13:49:51.819022	206,735688	False	2	26-35	male	3	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	2	4	4	2	5	5	more	0,0,0,0,0,0,0	22,488329	1,351957186	12	4	0.27
56142	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:41:22.539035	2022-03-31 13:44:59.835082	217,296047	False	2	26-35	male	2	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'heard', 'heard', 'heard', 'heard', 'heard', 'heard']	3	4	5	3	4	4	more	0,0,0,0,0,0,0	39,53619	1,596994815	12	3	0.27
22326	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-31 13:49:36.186676	2022-03-31 13:53:46.738543	250,551867	False	2	19-25	female	2	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'heard', 'heard', 'seen', 'seen', 'heard', 'seen']	6	4	3	2	3	2	more	0,0,0,0,0,1,1	63,314928	1,801506117	11	4	0.27
41992	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-31 13:49:43.616202	2022-03-31 13:54:00.296459	256,680257	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'seen']	4	4	4	2	4	4	more	0,0,0,0,0,0,0	59,72905	1,776185607	12	4	0.27
14132	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-31 14:43:19.924115	2022-03-31 14:47:50.070867	270,146752	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'heard']	1	4	4	2	5	5	more	0,0,0,0,0,0,0	43,747424	1,640952485	12	4	0.27
96766	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 14:42:59.805118	2022-03-31 14:47:30.469306	270,664188	False	2	26-35	female	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'never', 'seen', 'seen', 'seen']	6	4	3	3	4	5	more	0,0,0,0,0,0,0	90,509601	1,95669465	10	3	0.27
81975	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 14:42:39.559723	2022-03-31 14:47:15.564408	276,004685	False	2	36-45	male	3	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'heard', 'seen', 'never', 'heard', 'heard', 'never']	3	3	4	4	3	4	exactly	0,0,0,0,0,0,0	40,790732	1,610561499	9	2	0.27
40648	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 13:59:32.215356	2022-03-31 14:04:12.485177	280,269821	False	2	46-55	male	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'heard']	4	5	5	5	4	4	more	0,0,0,0,0,0,0	50,929432	1,706968833	11	1	0.27
78891	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 15:19:29.978281	2022-03-31 15:24:12.278654	282,300373	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'heard', 'seen', 'seen', 'seen']	3	4	5	2	4	5	more	0,0,0,0,0,0,0	36,422174	1,561365865	13	4	0.27
