id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order1	familiarity1	selection1	diversity1	variety1	similarity1	easiness1confidence1	confidence1	amount1	poster clicks1	treatment2	order2	familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	order3	familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison 1	comparison 2	comparison similarity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
91566	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 15:06:27.661979	2022-03-30 15:10:33.869392	246,207413	False	2	46-55	female	1	religious	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'prepared', 'prepared', 'never', 'never', 'never']	4	4	4	4	4	4	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'never', 'never', 'never', 'never', 'never']	1	4	4	4	4	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'prepared', 'prepared', 'never', 'never']	5	4	4	4	4	4	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	4	0	42,514173	25,215593	30,38988	11,871888	86,146547	15,053756	9,866109	24,807135	4	4	4	reviews, instructions, title, image, duration, ingredients, cuisine, nutrients	The both recipes are Roasted Brussels Sprouts Mushrooms with a Soy Sauce Glaze. They are both new to me and rare to cook.	Good
51446	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:23:33.028834	2022-03-30 13:29:06.204397	333,175563	False	2	36-45	male	2--3	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'prepared', 'prepared', 'prepared', 'similar', 'prepared', 'similar']	4	1	2	4	4	5	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'similar', 'similar', 'prepared', 'similar', 'prepared', 'never']	6	4	4	2	4	5	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'similar', 'similar', 'never', 'prepared', 'prepared', 'prepared']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	2	0	79,294186	59,309857	34,959973	12,235423	84,508244	35,424184	16,984845	10,332032	4	4	2	ingredients, cuisine	I compare all the ingredients used within the recipes I am comparing against each other. I compare the overall flavor each recipe provides. 	
70891	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 14:30:43.783389	2022-03-30 14:37:23.791912	400,008523	False	2	36-45	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'similar', 'never', 'never', 'similar', 'similar', 'similar']	6	5	5	2	3	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'prepared', 'similar', 'never', 'similar', 'similar']	3	4	3	3	4	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'similar', 'similar', 'similar', 'prepared', 'never', 'never']	3	5	5	2	3	3	more	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	4	0,2	87,253118	54,464957	57,44462	17,12399	91,799492	61,439596	15,20441	15,1297	4	4	1	cuisine, title, nutrients, ingredients, image, instructions, duration, reviews	I wanted to see if the recipes were in the same/similar category. For example, breakfast meals such as pancakes and waffles are relatively similar. Also wanted a diverse range of categories such as fruits, vegetables, meats, pasta, etc.	
70152	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 15:33:32.054306	2022-03-30 15:40:24.712941	412,658635	False	2	36-45	male	1	gluten	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'never', 'similar', 'prepared', 'never', 'prepared']	7	4	4	4	4	3	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'prepared', 'never', 'prepared', 'prepared', 'similar', 'prepared']	7	4	4	4	4	3	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'similar', 'never', 'similar', 'prepared', 'never', 'never']	5	4	4	4	4	4	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	4	0	23,658035	24,303021	25,251885	8,880279	58,599898	15,310496	8,024236	248,291593	4	4	4	reviews, ingredients, title, instructions, nutrients, duration, image, cuisine	The both recipes are Roasted Brussels Sprouts Mushrooms with a Soy Sauce Glaze and very tasty and good.	Good
30979	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 15:00:53.499025	2022-03-30 15:08:59.974355	486,47533	False	2	19-25	male	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'never', 'never', 'similar', 'never']	5	2	2	4	4	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'similar', 'similar', 'never', 'never']	2	4	4	2	2	4	more	0,3,1,1,1,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'never', 'never', 'never', 'never', 'never']	3	4	4	2	3	4	more	0,0,2,0,0,0,1	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	2	1,2	76,434612	71,127559	58,045701	17,761335	172,696411	59,299237	19,875687	11,131035	4	4	2	ingredients	A list was diverse to me if it contained recipes that used a wide variety of ingredients and taste. For example, if a list was most just sweet items such as cookies, donuts, and muffins then it would not be diverse. A list that contained a mixture of savory dishes that used vegetables or meats was considered diverse by me.	
38523	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 13:58:00.190251	2022-03-30 14:06:48.005013	527,814762	False	2	46-55	male	2--3	lactose	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'never', 'never', 'similar', 'never', 'prepared']	7	4	4	5	5	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'never', 'never', 'similar', 'prepared']	2	4	4	4	5	5	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'similar', 'never', 'similar', 'similar', 'similar']	3	4	4	5	5	5	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	5	0	100,266468	46,519186	34,81228	10,629276	211,167132	45,19308	21,611986	57,40486	4	4	3	image	belong to one or more socially marginalized groups, i.e., ethnic/racial minorities, gender and sexual orientation minorities, or immigrants OR B) work for underserved, socially marginalized and/or financially struggling patient populations.	no good
94382	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 13:39:25.780854	2022-03-30 13:48:49.385197	563,604343	False	2	26-35	female	4--5	vegetarian	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'never', 'never', 'never', 'never', 'never', 'never']	2	4	4	2	4	4	more	2,1,1,1,1,1,1	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'never', 'never', 'never', 'never']	5	4	4	2	4	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'never', 'never', 'never', 'never']	6	3	3	4	3	4	more	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	2	1,1	265,40705	50,320639	60,52678	18,22023	94,495432	36,871281	19,943336	17,54073	4	4	2	ingredients	I looked at the ingredients and considered different dietary restrictions when making my choices. I felt that the recipes used a different variety of ingredients and there was something for different tastes. 	
86952	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:23:01.391910	2022-03-30 13:33:22.719151	621,327241	False	2	36-45	female	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'similar', 'never', 'similar', 'never']	5	2	2	4	2	5	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'never', 'similar', 'never', 'never', 'never']	3	5	5	2	4	5	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'never', 'never', 'never', 'never', 'never', 'similar']	7	5	5	1	4	5	more	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	1	0	452,9561	40,470171	27,784503	5,854997	37,892329	25,422471	18,753428	12,056515	4	4	2	image	If they were a desert vs a meal. Were they hard to make and did the food sound good as something that I would eat.	
29845	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 14:39:30.481815	2022-03-30 14:54:27.542390	897,060575	False	2	36-45	male	4--5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'never', 'prepared', 'prepared', 'prepared', 'never']	6	5	3	4	5	5	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'prepared', 'prepared', 'similar', 'never', 'never']	4	3	5	5	4	3	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'never', 'prepared', 'prepared', 'similar', 'prepared']	4	4	3	3	5	4	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	2	0	50,997723	52,464029	32,846618	24,608233	656,625667	31,783901	30,662119	16,941997	3	5	1	ingredients, instructions, cuisine, title, reviews, duration, image, nutrients	I did it based on the quality and familiarity of the recipes. Taste preference is also one of the major reason.	
93354	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:23:09.903666	2022-03-30 13:38:56.044576	946,14091	False	2	36-45	male	1	vegan	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'never', 'prepared', 'never', 'never', 'never']	2	4	3	4	3	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'similar', 'prepared', 'prepared', 'prepared', 'similar']	2	4	3	3	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'never', 'prepared', 'similar', 'prepared', 'similar', 'prepared']	2	4	3	4	3	4	more	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	3	0	147,825377	303,936156	67,984502	18,088055	290,63548	45,517978	31,945515	40,09195	4	3	4	title, instructions, image, cuisine, nutrients, ingredients, duration, reviews	The list of recipes were different in some sort of  diverse their were also some different dish  that I have never tried.	None.
16155	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 14:41:44.742079	2022-03-30 15:01:15.247218	1170,505139	False	2	46-55	male	2--3	vegan	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'similar', 'never', 'prepared', 'never', 'similar']	5	3	4	4	3	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'never', 'similar', 'prepared', 'never', 'similar']	5	4	4	5	3	4	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'similar', 'similar', 'never', 'similar', 'similar', 'similar']	5	4	4	3	4	4	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	4	0	141,462296	42,259094	44,644263	6,287099	840,094763	41,63192	13,726693	40,218861	3	4	3	duration, image, reviews, ingredients	i select the recipes for my favorite foods list. and mostly i select easy recipes.	nice survey and nice experience
57812	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 13:24:25.802413	2022-03-30 13:44:27.602392	1201,799979	False	2	36-45	male	4--5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'prepared', 'never', 'never', 'similar', 'similar', 'never']	2	4	4	3	4	5	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'similar', 'prepared', 'similar', 'prepared', 'never']	4	3	4	4	5	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'prepared', 'prepared', 'never', 'never']	4	4	3	4	5	5	more	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	2	0	113,877082	72,191441	138,190698	15,428153	530,70661	89,147128	181,887773	60,247983	4	3	4	title, image, nutrients, ingredients, reviews, cuisine, duration, instructions	I used to determine the dishes are similar or diverse that are based on the dishes name and also dish appearance because dishes names are totally different and the dishes in the plate include variety of items so that based I chosen.	none
58329	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 15:58:12.073609	2022-03-30 16:18:32.592131	1220,518522	False	2	19-25	female	>5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'prepared', 'never', 'never']	4	4	5	4	4	5	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'never', 'prepared', 'prepared', 'prepared', 'similar']	7	4	5	5	4	5	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'never', 'prepared', 'prepared', 'never', 'prepared', 'never']	7	4	5	5	5	5	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	1	0	528,479789	170,36245	48,354285	15,667359	206,821209	161,413931	41,480946	47,816543	4	5	3	nutrients, ingredients, cuisine, instructions, duration, title, image, reviews	I determine the recipes i actually like it. I will try new dishes and my favorite dishes. 	I like to do this task. Thank you.
22126	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 13:27:04.056285	2022-03-30 13:54:11.257783	1627,201498	False	2	26-35	male	4--5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'prepared', 'similar', 'similar', 'prepared']	3	4	4	4	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'similar', 'similar', 'never', 'similar', 'prepared', 'prepared']	7	4	4	4	4	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	2	4	4	4	4	4	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	1	0	137,061307	46,603542	34,242802	27,230222	988,922836	164,126777	12,917293	215,915304	4	4	4	title, ingredients, cuisine, image, duration, nutrients, instructions	the foods are this type of recipe is new to me and I have prepared a similar dish before and I have prepared this dish this three type of model of to say this question on the survey 	No comments
89661	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:41:54.376028	2022-03-30 14:16:43.291291	2088,915263	False	2	46-55	male	1	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	1	4	4	4	5	4	more	1,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'prepared', 'never', 'similar', 'prepared']	7	4	5	3	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'prepared', 'prepared', 'prepared', 'similar', 'never', 'prepared']	5	3	3	3	4	4	exactly	0,0,0,0,0,0,0	Roasted Brussels Sprouts	Mushrooms with a Soy Sauce Glaze	2	0	33,331972	32,921559	31,983571	7,724336	1933,133117	20,992211	15,636283	12,845066	5	5	5	nutrients, title, image, cuisine, reviews, duration, instructions, ingredients	 I selected it based on the ingredients it has which determines the diversity.	
